,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,title,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
2379,0.0,0.0,0.0,1.0,NR,2.0,0.0,1.0,0.0,1.0,7,Family and Kids,2487,Monkey caper is cute and clean but has muddled plot.,2,its-a-zoo-in-here,It's a Zoo in Here,1.0,1.0,1.0
2384,4.0,0.0,1.0,0.0,G,4.0,0.0,0.0,0.0,3.0,6,Family and Kids,2492,Horror film-themed TV special is sweet treat for families.,5,toy-story-of-terror,Toy Story of TERROR!,1.0,1.0,1.0
2386,2.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,3.0,7,Family and Kids,2494,Lots of comic action and silly scares in amusing tale.,3,scooby-doo-frankencreepy,Scooby-Doo! Frankencreepy,1.0,1.0,1.0
2395,0.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,2503,"Reading saves the day in charming, mildly perilous tale.",4,eleanors-secret,Eleanor's Secret,1.0,1.0,1.0
2398,3.0,1.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,2506,"Amusing Muppets sequel ups the gags, as well as the action.",4,muppets-most-wanted,Muppets Most Wanted,1.0,1.0,1.0
2401,0.0,0.0,3.0,0.0,G,3.0,0.0,1.0,0.0,2.0,6,Documentary,2509,Some tense moments in Disney's nature documentary.,4,bears,Bears,1.0,1.0,1.0
2408,3.0,0.0,0.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,3,Family and Kids,2516,Plucky young princess learns lessons in engaging tales.,4,sofia-the-first-the-enchanted-feast,Sofia the First: The Enchanted Feast,1.0,1.0,1.0
2410,0.0,0.0,1.0,1.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,2518,Lively Christian tale tackles friendship and forgiveness.,4,veggietales-celery-night-fever,VeggieTales: Celery Night Fever,1.0,1.0,1.0
2412,0.0,0.0,1.0,0.0,G,5.0,0.0,0.0,0.0,1.0,7,Family and Kids,2520,"Beautiful, moving cartoon tale based on classic book series.",4,the-boxcar-children,The Boxcar Children,1.0,1.0,1.0
2429,2.0,0.0,2.0,1.0,G,4.0,0.0,0.0,0.0,1.0,6,Family and Kids,2537,Young dancer learns lessons in sweet live-action movie.,4,an-american-girl-isabelle-dances-into-the-spotlight,An American Girl: Isabelle Dances into the Spotlight,1.0,1.0,1.0
2431,0.0,1.0,0.0,1.0,PG,1.0,0.0,0.0,0.0,3.0,7,Family and Kids,2539,Predictable animated swashbuckler with a few chuckles.,2,justin-and-the-knights-of-valor,Justin and the Knights of Valor,1.0,1.0,1.0
2441,0.0,0.0,0.0,1.0,NR,1.0,0.0,0.0,0.0,1.0,7,Family and Kids,2549,Kid-friendly spy parody is silly but very predictable.,2,the-junior-spy-agency,The Junior Spy Agency,1.0,1.0,1.0
2442,2.0,0.0,3.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,2,Family and Kids,2550,"Dino teaches kids how to be good friends, stay active.",3,barney-a-super-dee-duper-day,Barney: A Super Dee-Duper Day,1.0,1.0,1.0
2443,2.0,1.0,2.0,1.0,G,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,2551,Catchy music and just a few predators in fun sequel.,3,rio-2,Rio 2,1.0,1.0,1.0
2450,0.0,0.0,1.0,1.0,NR,4.0,0.0,0.0,0.0,2.0,7,Family and Kids,2558,Adventure tale about Inuit youths is spirited but perilous.,3,the-legend-of-sarila,The Legend of Sarila,1.0,1.0,1.0
2451,0.0,0.0,,0.0,G,2.0,0.0,0.0,0.0,2.0,7,Family and Kids,2559,"Slapstick-y Chinese animal caper is tedious, confusing.",2,agent-fox,Agent F.O.X.,0.0,1.0,1.0
2452,3.0,0.0,1.0,1.0,NR,3.0,0.0,1.0,0.0,1.0,7,Family and Kids,2560,Toy-inspired movie has strong messages but iffy body images.,3,monster-high-fright-on,Monster High: Fright On!,1.0,1.0,1.0
2464,0.0,0.0,1.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,2573,Touching animated story celebrates unlikely friendships.,4,ernest-celestine,Ernest &amp; Celestine,1.0,1.0,1.0
2465,5.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,2.0,6,Family and Kids,2574,Hilarious toy tale plugs product but is nonstop fun.,4,the-lego-movie,The Lego Movie,1.0,1.0,1.0
2472,3.0,0.0,0.0,1.0,NR,2.0,0.0,0.0,0.0,3.0,7,Family and Kids,2581,"Nonstop battles in 44-minute ""movie"" based on TV show.",2,slugterra-ghoul-from-beyond,Slugterra: Ghoul from Beyond,1.0,1.0,1.0
2475,2.0,0.0,3.0,2.0,PG,4.0,0.0,0.0,0.0,0.0,7,Documentary,2584,"Fabulous, kid-friendly docu about world's youngest golfers.",4,the-short-game,The Short Game,1.0,1.0,1.0
2477,0.0,0.0,2.0,0.0,NR,5.0,0.0,0.0,0.0,1.0,4,Family and Kids,2586,Cute movie uses mild bullying to promote self-esteem.,4,lucky-duck,Lucky Duck,1.0,1.0,1.0
2484,0.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2593,Angelina and pals learn how to handle friendship issues.,4,angelina-ballerina-perfectly-pink,Angelina Ballerina: Perfectly Pink,1.0,1.0,1.0
2485,0.0,0.0,0.0,2.0,PG,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,2594,Entertaining and inventive adventure; some scary villains.,3,axel-the-biggest-little-hero,Axel: The Biggest Little Hero,1.0,1.0,1.0
2488,1.0,0.0,0.0,1.0,PG,1.0,0.0,1.0,0.0,3.0,8,Family and Kids,2597,"Offbeat pirate tale has slapstick violence, potty humor.",2,captain-sabertooth-and-the-treasure-of-lama-rama,Captain Sabertooth and the Treasure of Lama Rama,1.0,1.0,1.0
2490,0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,2599,"Jumbled animated tale has positive message, some violence.",2,dragon-guardians,Dragon Guardians,1.0,1.0,1.0
2499,2.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,3,Family and Kids,2608,"Fun, interactive feature focuses on travel, other cultures.",4,mickey-mouse-clubhouse-around-the-clubhouse-world,Mickey Mouse Clubhouse: Around the Clubhouse World,1.0,1.0,1.0
2500,2.0,1.0,0.0,1.0,G,1.0,0.0,1.0,0.0,2.0,6,Family and Kids,2609,"Adorable young TV stars sing, dance in sweet fairy tale.",3,sophia-grace-rosies-royal-adventure,Sophia Grace &amp; Rosie's Royal Adventure,1.0,1.0,1.0
2503,4.0,0.0,0.0,2.0,NR,1.0,0.0,0.0,0.0,1.0,7,Family and Kids,2612,"Predictable tiger cub tale has lots of stereotypes, bullies.",2,a-tigers-tail,A Tiger's Tail,1.0,1.0,1.0
2519,0.0,0.0,1.0,0.0,G,4.0,0.0,1.0,0.0,1.0,7,Family and Kids,2629,"Positive role models, engaging story mark Disney winner.",4,cloud-9,Cloud 9,1.0,1.0,1.0
2528,0.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,2638,Unlikely hero team has positive social messages for kids.,4,stan-lees-mighty-7-beginnings,Stan Lee's Mighty 7: Beginnings,1.0,1.0,1.0
2529,2.0,0.0,1.0,2.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,2639,"Disappointing animal comedy features insults, fart jokes.",2,the-nut-job,The Nut Job,1.0,1.0,1.0
2534,1.0,0.0,0.0,1.0,PG,3.0,0.0,1.0,0.0,0.0,7,Documentary,2644,Earnest pop star docu should please true Beliebers.,3,justin-biebers-believe,Justin Bieber's Believe,1.0,1.0,1.0
2539,3.0,0.0,1.0,0.0,NR,1.0,0.0,0.0,0.0,2.0,7,Family and Kids,2649,Uneven film in girl-targeted franchise has lots of action.,2,bella-sara-emmas-wings,Bella Sara: Emma's Wings,1.0,1.0,1.0
2540,0.0,0.0,0.0,1.0,PG,1.0,0.0,0.0,0.0,1.0,6,Family and Kids,2650,Predictable holiday sequel is silly fun; some potty humor.,3,the-dog-who-saved-easter,The Dog Who Saved Easter,1.0,1.0,1.0
2541,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,2652,"Cute dolls, ponies teach sweet messages about friendship.",3,lalaloopsy-ponies-the-big-show,Lalaloopsy Ponies: The Big Show,1.0,1.0,1.0
2545,4.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,2.0,4,Family and Kids,2656,Fun undersea mermaid adventure with a bit of peril.,4,sofia-the-first-the-floating-palace,Sofia the First: The Floating Palace,1.0,1.0,1.0
2547,3.0,1.0,0.0,1.0,G,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,2658,Amusing pirate-themed Tinker Bell adventure; some violence.,4,the-pirate-fairy,The Pirate Fairy,1.0,1.0,1.0
2548,0.0,0.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,2.0,7,Family and Kids,2659,"Little Rascals update is a silly, awful mess of a comedy.",1,the-little-rascals-save-the-day,The Little Rascals Save the Day,1.0,1.0,1.0
2549,0.0,1.0,1.0,0.0,PG,3.0,0.0,1.0,0.0,3.0,7,Family and Kids,2660,Adventure focuses on self-confidence; some cartoon violence.,3,birds-of-paradise,Birds of Paradise,1.0,1.0,1.0
2554,1.0,0.0,3.0,1.0,PG,3.0,0.0,1.0,0.0,3.0,7,Family and Kids,2665,"Thrilling, semi-educational CGI movie with a few scary bits.",3,walking-with-dinosaurs-the-movie,Walking with Dinosaurs: The Movie,1.0,1.0,1.0
2555,1.0,0.0,,0.0,G,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,2666,"Teen and dog save the farm in wholesome, predictable film.",3,my-dog-the-champion,My Dog the Champion,0.0,1.0,1.0
2558,2.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,5,Family and Kids,2669,Mildly amusing sports-themed sequel is fun for young kids.,3,alpha-and-omega-3-the-great-wolf-games,Alpha and Omega 3: The Great Wolf Games,1.0,1.0,1.0
2560,3.0,0.0,0.0,0.0,NR,0.0,0.0,0.0,0.0,2.0,7,Family and Kids,2671,Zoinks! Scooby mystery mostly a WWE product tie-in.,2,scooby-doo-wrestlemania-mystery,Scooby-Doo! Wrestlemania Mystery,1.0,1.0,1.0
2566,3.0,0.0,,1.0,NR,1.0,0.0,2.0,0.0,2.0,8,Family and Kids,2677,Monster adventure is overly concerned with teen crushes.,2,monster-high-frights-camera-action,"Monster High: Frights, Camera, Action!",0.0,1.0,1.0
2569,0.0,0.0,0.0,0.0,G,0.0,0.0,1.0,0.0,2.0,7,Family and Kids,2680,Nickelodeon alums team up in funny book-inspired heist film.,4,swindle,Swindle,1.0,1.0,1.0
2570,3.0,1.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,2.0,5,Family and Kids,2681,Wintry Disney musical is fabulous celebration of sisterhood.,5,frozen-0,Frozen,1.0,1.0,1.0
2577,0.0,0.0,0.0,2.0,NR,0.0,0.0,1.0,0.0,3.0,8,Family and Kids,2688,"Dimwitted dog tale with bumbling villains, farts, bullies.",1,abner-the-invisible-dog,Abner the Invisible Dog,1.0,1.0,1.0
2578,2.0,0.0,1.0,0.0,NR,5.0,0.0,0.0,0.0,2.0,4,Family and Kids,2689,Veggies save the planet in faith-based tale about sharing.,3,veggie-tales-veggies-in-space-the-fennel-frontier,"Veggie Tales: Veggies in Space, The Fennel Frontier",1.0,1.0,1.0
2579,4.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,5,Family and Kids,2690,Rapunzel-like Barbie tale stresses fashion and appearance.,2,barbie-the-pearl-princess,Barbie the Pearl Princess,1.0,1.0,1.0
2580,0.0,1.0,1.0,2.0,NR,3.0,0.0,2.0,0.0,3.0,8,Family and Kids,2691,"Animated tale has lots of cartoonish violence, crass humor.",2,noahs-ark,Noah's Ark,1.0,1.0,1.0
2581,0.0,0.0,,0.0,PG,4.0,0.0,0.0,0.0,2.0,8,Family and Kids,2692,Unexciting adventure film about lost kids has mild peril.,2,against-the-wild,Against the Wild,0.0,1.0,1.0
2582,0.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2693,Dance and music punctuate stories about solving problems.,4,angelina-ballerina-spring-fling,Angelina Ballerina: Spring Fling,1.0,1.0,1.0
2583,0.0,0.0,,1.0,PG,3.0,0.0,1.0,0.0,1.0,8,Family and Kids,2694,British dance flick is clichéd but clean and fun.,3,all-stars,All Stars,0.0,1.0,1.0
2588,0.0,1.0,1.0,1.0,PG,1.0,0.0,1.0,0.0,3.0,7,Family and Kids,2700,"Bizarre animated tale has some violence, lots of fart jokes.",2,freedom-force,Freedom Force,1.0,1.0,1.0
2594,2.0,0.0,2.0,0.0,G,2.0,0.0,0.0,0.0,0.0,2,Family and Kids,2706,"Preschoolers, if not parents, will love the 21 animal songs.",3,the-wiggles-furry-tales,The Wiggles: Furry Tales,1.0,1.0,1.0
2595,0.0,1.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,3.0,6,Family and Kids,2707,Sustained peril gives fairy tale sequel a creepy edge.,2,swan-princess-v-a-royal-family-tale,Swan Princess V: A Royal Family Tale,1.0,1.0,1.0
2601,0.0,0.0,4.0,0.0,PG,3.0,0.0,1.0,0.0,2.0,6,Documentary,2713,Nature docu follows King penguin's quest to raise a family.,3,penguins-3d,Penguins 3D,1.0,1.0,1.0
2604,0.0,2.0,0.0,0.0,PG,2.0,0.0,1.0,0.0,1.0,8,Family and Kids,2716,Sweet computer-animated feature has some iffy humor.,3,otto-the-rhino,Otto the Rhino,1.0,1.0,1.0
2616,2.0,0.0,2.0,0.0,NR,1.0,0.0,0.0,0.0,0.0,3,Family and Kids,2728,"Charming, gentle tales encourage preschooler participation.",3,minnie-rella,Minnie-Rella,1.0,1.0,1.0
2621,0.0,0.0,1.0,3.0,NR,2.0,0.0,1.0,0.0,2.0,6,Family and Kids,2733,Fun Lion King-like zebra adventure with some name-calling.,3,khumba,Khumba,1.0,1.0,1.0
2626,2.0,0.0,2.0,1.0,PG,1.0,0.0,1.0,0.0,2.0,6,Family and Kids,2738,Clever idea turns bland in turkey-focused holiday fare.,2,free-birds,Free Birds,1.0,1.0,1.0
2630,0.0,0.0,0.0,0.0,G,2.0,0.0,0.0,0.0,2.0,5,Family and Kids,2742,"Planes copycat has mild peril, cartoon violence.",2,wings,Wings,1.0,1.0,1.0
2639,1.0,0.0,3.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,2751,Makeover-themed tales have sweet messages about friendship.,3,strawberry-shortcake-puttin-on-the-glitz,Strawberry Shortcake: Puttin on the Glitz,1.0,1.0,1.0
2640,0.0,1.0,1.0,2.0,PG,3.0,0.0,1.0,0.0,3.0,6,Family and Kids,2752,Sequel gives new meaning to playing with your food.,3,cloudy-with-a-chance-of-meatballs-2,Cloudy with a Chance of Meatballs 2,1.0,1.0,1.0
2642,0.0,0.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,3.0,6,Family and Kids,2754,CGI fairy-tale remake features the occasional fright.,2,the-snow-queen,The Snow Queen,1.0,1.0,1.0
2649,0.0,0.0,1.0,1.0,NR,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,2761,"Dated animation, mild scariness but lots of wholesome fun.",3,mumfies-quest-the-movie,Mumfie's Quest: The Movie,1.0,1.0,1.0
2655,2.0,0.0,3.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,3,Family and Kids,2767,Cute collection of sports-related lessons for preschoolers.,4,sesame-street-be-a-good-sport,Sesame Street: Be a Good Sport,1.0,1.0,1.0
2669,0.0,1.0,,1.0,NR,0.0,0.0,1.0,0.0,3.0,8,Family and Kids,2782,"Lame animated adventure has violence, some mild profanity.",2,tad-the-lost-explorer,Tad: The Lost Explorer,0.0,1.0,1.0
2683,0.0,0.0,0.0,1.0,NR,1.0,0.0,0.0,0.0,2.0,5,Family and Kids,2796,Clever animated tale is frenzied but fun.,3,boonie-bears-homeward-journey,Boonie Bears: Homeward Journey,1.0,1.0,1.0
2685,0.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,2.0,5,Family and Kids,2798,Repetitive Planes wannabe is dull and dreadful.,1,the-adventures-of-petey-and-friends,The Adventures of Petey and Friends,1.0,1.0,1.0
2689,0.0,1.0,2.0,0.0,NR,4.0,0.0,1.0,0.0,2.0,7,Family and Kids,2802,"Book adaptation with feel-good, faith-based themes.",4,when-calls-the-heart,When Calls the Heart,1.0,1.0,1.0
2698,0.0,0.0,3.0,0.0,PG,5.0,0.0,1.0,0.0,1.0,6,Musical,2811,"Telecast of classic has same great music, not as much magic.",4,the-sound-of-music-live,The Sound of Music Live!,1.0,1.0,1.0
2700,1.0,0.0,0.0,1.0,G,3.0,0.0,1.0,0.0,1.0,7,Family and Kids,2813,Series-inspired TV movie is worry-free holiday fun for kids.,3,a-fairly-odd-christmas,A Fairly Odd Christmas,1.0,1.0,1.0
2705,3.0,0.0,1.0,2.0,PG,3.0,0.0,2.0,0.0,0.0,8,Documentary,2818,"Like 1D, concert docu is clean cut, with tiny bit of edge.",3,one-direction-this-is-us,One Direction: This Is Us,1.0,1.0,1.0
2706,0.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,2819,Mixed-media movie celebrates life of Polish composer Chopin.,3,the-flying-machine,The Flying Machine,1.0,1.0,1.0
2714,2.0,0.0,2.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,2827,"More minions and romance make for a sweet, silly sequel.",4,despicable-me-2,Despicable Me 2,1.0,1.0,1.0
2715,0.0,1.0,,1.0,PG,2.0,0.0,0.0,0.0,2.0,8,Family and Kids,2828,"Sappy, star-studded holiday flick is clean family fun.",3,angels-sing,Angels Sing,0.0,1.0,1.0
2717,0.0,0.0,,1.0,PG,2.0,0.0,1.0,0.0,0.0,8,Family and Kids,2830,Sweet but cliched story about regaining Christmas spirit.,2,christmas-in-the-city,Christmas in the City,0.0,1.0,1.0
2719,2.0,0.0,1.0,2.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,2832,Mischief and slapstick fail to charm in un-smurfy sequel.,2,the-smurfs-2,The Smurfs 2,1.0,1.0,1.0
2721,2.0,0.0,2.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,2834,Pokemon movie has fighting but focuses on friendship.,3,pokemon-the-movie-genesect-and-the-legend-awakened,Pokemon the Movie: Genesect and the Legend Awakened,1.0,1.0,1.0
2722,0.0,0.0,,1.0,NR,2.0,0.0,1.0,0.0,1.0,7,Family and Kids,2835,Predictable Home Alone-style adventure with talking dogs.,2,step-dogs,Step Dogs,0.0,1.0,1.0
2724,3.0,0.0,3.0,0.0,G,3.0,0.0,0.0,0.0,1.0,3,Family and Kids,2837,"Train pals learn teamwork, responsibility in gentle tales.",3,thomas-friends-the-thomas-way,Thomas &amp; Friends: The Thomas Way,1.0,1.0,1.0
2736,0.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,6,Family and Kids,2849,"Charming, creative holiday fun for the whole family.",4,the-magic-snowflake,The Magic Snowflake,1.0,1.0,1.0
2737,3.0,0.0,1.0,1.0,PG,3.0,0.0,2.0,0.0,2.0,5,Family and Kids,2850,Airborne adventure is OK for a few laughs; some stereotypes.,3,planes,Planes,1.0,1.0,1.0
2744,1.0,0.0,0.0,1.0,NR,4.0,0.0,2.0,0.0,2.0,6,Family and Kids,2857,Adorable misfits on zany Xmas adventure; some potty humor.,3,nativity-2-danger-in-the-manger,Nativity 2:  Danger in the Manger,1.0,1.0,1.0
2745,3.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,3,Family and Kids,2858,Fun-filled adventure is engaging for young pirate fans.,4,jake-and-the-never-land-pirates-jakes-never-land-rescue,Jake and the Never Land Pirates: Jake's Never Land Rescue,1.0,1.0,1.0
2749,3.0,0.0,2.0,0.0,PG,4.0,0.0,1.0,0.0,0.0,6,Family and Kids,2862,Books-inspired movie has great social messages for kids.,4,dear-dumb-diary,Dear Dumb Diary,1.0,1.0,1.0
2752,0.0,0.0,0.0,0.0,PG,2.0,0.0,0.0,0.0,0.0,6,Family and Kids,2865,Cute Christmas movie has some iffy bathroom humor.,3,the-naughty-list,The Naughty List,1.0,1.0,1.0
2753,0.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,3,Family and Kids,2866,Wholesome holiday tale perfect for first few Christmases.,3,mumfies-white-christmas,Mumfie's White Christmas,1.0,1.0,1.0
2754,0.0,0.0,4.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2867,Young mouse friends learn about creativity and respect.,4,angelina-ballerina-twirling-tales,Angelina Ballerina: Twirling Tales,1.0,1.0,1.0
2759,2.0,1.0,0.0,1.0,PG,4.0,0.0,1.0,0.0,2.0,6,Family and Kids,2872,Speedy snail dreams big in fun animated comedy.,3,turbo,Turbo,1.0,1.0,1.0
2760,0.0,0.0,1.0,0.0,PG,3.0,0.0,1.0,0.0,2.0,8,Family and Kids,2873,Cute family flick isn't too hair-raising for tweens.,4,the-boy-who-cried-werewolf,The Boy Who Cried Werewolf,1.0,1.0,1.0
2761,1.0,0.0,0.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,8,Comedy,2874,Movie puts funny spin on relevant issues for tweens.,4,best-player,Best Player,1.0,1.0,1.0
2767,4.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,3,Family and Kids,2880,"Ho-hum entry sells good deeds, a generic holiday, and toys.",2,care-bears-the-great-giving-holiday,Care Bears: The Great Giving Holiday,1.0,1.0,1.0
2768,2.0,0.0,0.0,1.0,NR,2.0,0.0,1.0,0.0,1.0,5,Family and Kids,2881,Toddler Bratz look unrealistic but promote teamwork.,2,bratz-babyz-save-christmas,Bratz Babyz Save Christmas,1.0,1.0,1.0
2771,0.0,0.0,0.0,2.0,NR,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,2884,Warm-hearted animated elf story with mild violence.,3,saving-santa,Saving Santa,1.0,1.0,1.0
2772,0.0,0.0,1.0,0.0,G,4.0,0.0,0.0,0.0,0.0,3,Family and Kids,2885,"Beloved characters celebrate holidays, differences.",4,winnie-the-pooh-a-very-merry-pooh-year,Winnie the Pooh: A Very Merry Pooh Year,1.0,1.0,1.0
2773,0.0,0.0,,0.0,G,1.0,0.0,1.0,0.0,2.0,7,Family and Kids,2886,"Norwegian holiday fairy tale is fanciful, a little scary.",3,journey-to-the-christmas-star,Journey to the Christmas Star,0.0,1.0,1.0
2777,0.0,2.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,2.0,7,Family and Kids,2890,"Cliché holiday movie has kid appeal, inclusive messages.",2,switchmas,Switchmas,1.0,1.0,1.0
2778,3.0,1.0,1.0,0.0,G,4.0,0.0,1.0,0.0,2.0,5,Family and Kids,2891,Monsters Inc. prequel is a fun college comedy for all ages.,4,monsters-university,Monsters University,1.0,1.0,1.0
2781,3.0,0.0,,0.0,NR,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,2894,"Trite, predictable faith-based Christmas story.",2,silver-bells,Silver Bells,0.0,1.0,1.0
2783,1.0,0.0,1.0,0.0,PG,4.0,0.0,1.0,0.0,1.0,6,Family and Kids,2896,"Big-hearted, kid-friendly holiday film with shallow plot.",2,a-country-christmas,A Country Christmas,1.0,1.0,1.0
2789,3.0,0.0,0.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,4,Family and Kids,2902,"Simple, faith-based look at the true meaning of Christmas.",4,veggietales-merry-larry-the-true-light-of-christmas,VeggieTales: Merry Larry &amp; the True Light of Christmas,1.0,1.0,1.0
2794,0.0,0.0,,0.0,NR,0.0,0.0,0.0,0.0,1.0,7,Family and Kids,2907,Finnish Christmas adventure has some cartoonish violence.,3,santas-magic-crystal,Santa's Magic Crystal,0.0,1.0,1.0
2796,3.0,0.0,1.0,1.0,NR,3.0,0.0,1.0,0.0,1.0,5,Family and Kids,2909,"Barbie and her sisters have sweet, magical, Swiss adventure.",3,barbie-and-her-sisters-in-a-pony-tale,Barbie and Her Sisters in A Pony Tale,1.0,1.0,1.0
2800,0.0,0.0,5.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,4,Family and Kids,2913,Fantastic interactive video teaches kids vital safety tools.,5,rubys-studio-the-safety-show,Ruby's Studio: The Safety Show,1.0,1.0,1.0
2801,0.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,3,Family and Kids,2914,Picture-book adaptation will delight even youngest kids.,4,lost-and-found,Lost and Found,1.0,1.0,1.0
2802,0.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,2915,"Clever Halloween tale has fun with science, stereotypes.",4,monsterous-holiday,Monsterous Holiday,1.0,1.0,1.0
2803,0.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2916,"Religious cartoon is strong on role models, weak on plot.",2,iesodo-believe,Iesodo: Believe,1.0,1.0,1.0
2813,0.0,1.0,0.0,1.0,G,2.0,0.0,1.0,0.0,2.0,6,Family and Kids,2926,Faux holiday-themed sequel is weak and forgettable.,1,alpha-and-omega-2-a-howl-iday-adventure,Alpha and Omega 2: A Howl-iday Adventure,1.0,1.0,1.0
2814,3.0,0.0,0.0,2.0,NR,1.0,0.0,2.0,0.0,2.0,8,Family and Kids,2927,"Fashion romp weighed down by stereotypes, makeup.",2,bratz-go-to-paris-the-movie,Bratz Go to Paris: The Movie,1.0,1.0,1.0
2815,0.0,0.0,,0.0,PG,4.0,0.0,0.0,0.0,2.0,5,Family and Kids,2928,Animated sequel lacks magic; some mild violence.,2,the-swan-princess-christmas,The Swan Princess Christmas,0.0,1.0,1.0
2819,3.0,0.0,,1.0,NR,2.0,0.0,1.0,0.0,1.0,8,Family and Kids,2932,Monster dolls teach lessons but dress provocatively.,3,monster-high-13-wishes,Monster High: 13 Wishes,0.0,1.0,1.0
2821,3.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,2.0,8,Action/Adventure,2934,Action-packed animated sequel is best for die-hard fans.,3,transformers-prime-beast-hunters-predacons-rising,Transformers Prime Beast Hunters: Predacons Rising,1.0,1.0,1.0
2823,2.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,3,Family and Kids,2936,George finds mischief in mildly spooky Halloween tale.,3,curious-george-a-halloween-boo-fest,Curious George: A Halloween Boo Fest,1.0,1.0,1.0
2824,4.0,0.0,0.0,1.0,G,2.0,0.0,0.0,0.0,2.0,5,Family and Kids,2937,Hilarious movie combines the best of two cartoon worlds.,4,phineas-and-ferb-mission-marvel,Phineas and Ferb: Mission Marvel,1.0,1.0,1.0
2825,0.0,0.0,0.0,0.0,G,1.0,0.0,0.0,0.0,0.0,3,Family and Kids,2938,Sweet holiday sequel about a boy who misses his dog.,4,the-snowman-and-the-snowdog,The Snowman and the Snowdog,1.0,1.0,1.0
2828,2.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,2941,Gorgeously animated adventure has intense themes.,4,the-croods,The Croods,1.0,1.0,1.0
2829,4.0,0.0,1.0,0.0,G,1.0,0.0,2.0,0.0,3.0,5,Family and Kids,2942,"Superb, entertaining animated musical has some scary stuff.",5,the-little-mermaid,The Little Mermaid,1.0,1.0,1.0
2830,0.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,3.0,6,Family and Kids,2943,"Even decades later, one of the best family films ever made.",5,the-wizard-of-oz,The Wizard of Oz,1.0,1.0,1.0
