title,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,MPAA_ordinal,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
Goobers!,0.0,1.0,,0.0,PG,0.0,0.0,,2.0,,9,Fantasy,3552,Low-budget monster movie is pretty much unwatchable.,1,goobers,1,0,0,0
Jerk Theory,0.0,2.0,,2.0,PG-13,2.0,3.0,,1.0,,14,Comedy,3553,Shallow comedy about treating girls badly is a waste of time,1,jerk-theory,2,0,0,0
Radio Rebel,0.0,0.0,1.0,0.0,NR,4.0,0.0,1.0,0.0,0.0,7,Comedy,3554,Sweet story celebrates self-expression and conquering fears.,4,radio-rebel,4,1,1,1
Kiara the Brave,0.0,0.0,0.0,1.0,NR,1.0,0.0,0.0,0.0,2.0,6,Fantasy,3555,Confusing action-fantasy with no relation to Pixar movie.,1,kiara-the-brave,4,1,1,1
Project X,0.0,5.0,,5.0,R,0.0,5.0,,2.0,,18,Comedy,3556,"All-night-party movie has rampant teen sex, drinking, more.",3,project-x,3,0,0,0
Big Miracle,2.0,2.0,3.0,2.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,3557,Animal-rescue tale has one death but otherwise OK for kids.,3,big-miracle,1,1,1,1
Reel Love,3.0,3.0,,3.0,NR,3.0,2.0,,2.0,,14,Drama,3558,"Charm, romance, and strong vocab in Southern love story.",3,reel-love,4,0,0,0
Ghost Rider: Spirit of Vengeance,3.0,2.0,,3.0,PG-13,1.0,1.0,,4.0,,15,Action/Adventure,3559,"Crazy, violent, dumb action sequel quickly burns out.",2,ghost-rider-spirit-of-vengeance,2,0,0,0
Tyler Perry's Good Deeds,2.0,3.0,,3.0,PG-13,3.0,3.0,,2.0,,13,Drama,3560,Message movie lacks humor to draw in teens.,2,tyler-perrys-good-deeds,2,0,0,0
A Little Bit of Heaven,3.0,2.0,,4.0,PG-13,3.0,3.0,,1.0,,15,Drama,3561,Bizarre combo of terminal cancer weepy and sexy romcom.,2,a-little-bit-of-heaven,2,0,0,0
Meatballs,2.0,1.0,,2.0,PG,1.0,3.0,,1.0,,14,Comedy,3562,Quaint summer camp comedy has sex on the brain.,3,meatballs,1,0,0,0
Too Big to Fail,0.0,2.0,,4.0,NR,0.0,0.0,,0.0,,14,Drama,3563,Complex account of 2008 economic collapse; lots of language.,4,too-big-to-fail,4,0,0,0
Life's a Jungle: Africa's Most Wanted,0.0,1.0,,0.0,PG,1.0,0.0,0.0,0.0,2.0,8,Action/Adventure,3564,Tedious Madagascar rip-off with some crude humor.,1,lifes-a-jungle-africas-most-wanted,1,0,1,1
Angelina Ballerina: Musical Moves,0.0,0.0,4.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,3565,Fun facts about dance mix well with gentle lessons.,4,angelina-ballerina-musical-moves,4,1,1,1
Sherlock Holmes: A Game of Shadows,0.0,2.0,,2.0,PG-13,1.0,3.0,,4.0,,14,Action/Adventure,3566,Master sleuth returns in entertaining but violent adventure.,3,sherlock-holmes-a-game-of-shadows,2,0,0,0
Superman vs. the Elite,4.0,3.0,,3.0,PG-13,4.0,2.0,,4.0,,14,Action/Adventure,3567,"Strong violence countered by positive messages, good story.",4,superman-vs-the-elite,2,0,0,0
Machine Gun Preacher,2.0,4.0,,4.0,R,3.0,2.0,,4.0,,16,Drama,3568,Gruesome redemption tale made tedious by oversimplification.,2,machine-gun-preacher,3,0,0,0
Act of Valor,0.0,1.0,,4.0,R,2.0,1.0,,5.0,,17,Action/Adventure,3569,"Real-life SEALs can't save poorly made, violent movie.",2,act-of-valor,3,0,0,0
Journey 2: The Mysterious Island,1.0,0.0,0.0,2.0,PG,3.0,0.0,2.0,0.0,3.0,8,Action/Adventure,3570,Adventure sequel is clunky but has positive role models.,2,journey-2-the-mysterious-island,1,1,1,1
John Carter,0.0,2.0,,2.0,PG-13,3.0,2.0,,4.0,,12,Fantasy,3571,Mars-based action epic has strong fantasy violence.,3,john-carter,2,0,0,0
Private Romeo,0.0,2.0,,3.0,NR,2.0,3.0,,2.0,,15,Drama,3572,"Edgy Shakespeare update with all-male cast has sex, drugs.",3,private-romeo,4,0,0,0
Safe House,1.0,1.0,,3.0,R,1.0,3.0,,4.0,,17,Action/Adventure,3573,Interesting characters clash in extremely violent thriller.,3,safe-house,3,0,0,0
Goon,0.0,4.0,,5.0,R,0.0,4.0,,4.0,,17,Comedy,3574,Bloody sports dramedy about brutal life of hockey enforcer.,2,goon,3,0,0,0
Man on a Ledge,2.0,2.0,,3.0,PG-13,2.0,2.0,,3.0,,14,Thriller,3575,Taut heist thriller is better than lame title suggests.,3,man-on-a-ledge,2,0,0,0
Gone,1.0,3.0,,3.0,PG-13,0.0,2.0,,3.0,,15,Thriller,3576,Fascinating main character saves kidnapping thriller.,3,gone,2,0,0,0
My Super Psycho Sweet 16: Part 3,1.0,3.0,,4.0,NR,0.0,3.0,,4.0,,17,Horror,3577,Bodies pile up in gory horror series' third installment.,2,my-super-psycho-sweet-16-part-3,4,0,0,0
The Jungle Bunch,0.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,3578,Whimsical animated animal tale has mild action.,3,the-jungle-bunch,4,1,1,1
We Need to Talk About Kevin,0.0,3.0,,4.0,R,0.0,3.0,,4.0,,17,Drama,3579,Bleak film about disturbed teen is difficult to watch.,3,we-need-to-talk-about-kevin,3,0,0,0
Coriolanus,0.0,1.0,,3.0,R,0.0,0.0,,4.0,,17,Drama,3580,War-set Shakespeare adaptation has plenty of blood and gore.,4,coriolanus,3,0,0,0
This Means War,2.0,3.0,,4.0,PG-13,1.0,3.0,,3.0,,15,Comedy,3581,"Lackluster action romcom has violence, sexual references.",2,this-means-war,2,0,0,0
The Woman in Black,0.0,2.0,,1.0,PG-13,1.0,0.0,,4.0,,14,Horror,3582,Macabre ghost story is slow but creepy enough for teens.,3,the-woman-in-black,2,0,0,0
The Secret World of Arrietty,1.0,0.0,1.0,0.0,G,4.0,0.0,0.0,0.0,2.0,7,Family and Kids,3583,Deeply felt anime about loneliness and friendship.,4,the-secret-world-of-arrietty,0,1,1,1
Teen Spirit,0.0,1.0,,2.0,NR,3.0,3.0,,1.0,,14,Comedy,3584,Teen comedy's stereotypes help illustrate pro-social themes.,4,teen-spirit,4,0,0,0
My Babysitter's a Vampire,0.0,0.0,,2.0,PG,1.0,1.0,,3.0,,12,Comedy,3585,Twilight parody is bloodier than usual Disney fare.,2,my-babysitters-a-vampire,1,0,0,0
Red Tails,0.0,3.0,,3.0,PG-13,4.0,2.0,,4.0,,13,Action/Adventure,3586,"Wartime drama mixes aerial combat, worthy messages, cliches.",2,red-tails,2,0,0,0
The Genesis Code,0.0,1.0,,1.0,PG,3.0,1.0,,0.0,,13,Drama,3587,"Earnest, talky effort to reconcile religion with science.",2,the-genesis-code,1,0,0,0
The Devil Inside,0.0,1.0,,4.0,R,0.0,2.0,,4.0,,18,Horror,3588,"Fake documentary about exorcisms has gore, strong scares.",2,the-devil-inside,3,0,0,0
Chronicle,2.0,3.0,,3.0,PG-13,2.0,3.0,,4.0,,15,Science Fiction,3589,Teens get super powers in relatable but violent thriller.,3,chronicle,2,0,0,0
The Grey,0.0,2.0,,5.0,R,2.0,2.0,,4.0,,17,Action/Adventure,3590,Bloody wilderness survival story has lots of violence.,3,the-grey,3,0,0,0
Albert Nobbs,0.0,2.0,,4.0,R,0.0,4.0,,2.0,,17,Drama,3591,Well-acted drama about sexual politics won't grab teens.,3,albert-nobbs,3,0,0,0
One for the Money,2.0,3.0,,3.0,PG-13,2.0,3.0,,3.0,,14,Thriller,3592,Lackluster bounty hunter romp has some startling violence.,2,one-for-the-money,2,0,0,0
Rampart,0.0,4.0,,5.0,R,0.0,4.0,,3.0,,18,Drama,3593,"Dark, intense drama about violent, corrupt cop.",3,rampart,3,0,0,0
Otter 501,1.0,0.0,5.0,0.0,G,4.0,0.0,0.0,0.0,2.0,7,Documentary,3594,Informative otter docu best for older animal-loving kids.,3,otter-501,0,1,1,1
Video Game High School,2.0,1.0,,3.0,NR,0.0,1.0,,4.0,,14,Action/Adventure,3595,Quirky YouTube spin-off has gun violence and bullying.,3,video-game-high-school,4,0,0,0
Tim and Eric's Billion Dollar Movie,0.0,4.0,,5.0,R,0.0,5.0,,4.0,,18,Comedy,3596,"Unfunny, irritating comedy goes way over the top.",1,tim-and-erics-billion-dollar-movie,3,0,0,0
Cinnamon,0.0,2.0,0.0,0.0,PG,3.0,0.0,3.0,0.0,1.0,6,Family and Kids,3597,"Dog tale has more kissing, dating stuff than you'd expect.",2,cinnamon,1,1,1,1
Beautiful Wave,0.0,3.0,,3.0,PG-13,2.0,2.0,,2.0,,14,Drama,3598,Pensive coming-of-age surfer tale has a few iffy scenes.,4,beautiful-wave,2,0,0,0
The Vow,0.0,2.0,,3.0,PG-13,2.0,3.0,,2.0,,14,Drama,3599,Predictable romantic drama lacks depth.,2,the-vow,2,0,0,0
Underworld Awakening,0.0,0.0,,4.0,R,0.0,1.0,,5.0,,17,Horror,3600,Selene returns for more dreary action and very gory thrills.,2,underworld-awakening,3,0,0,0
Joyful Noise,2.0,0.0,,3.0,PG-13,3.0,2.0,,2.0,,12,Comedy,3601,"Uplifting but cliched film has great songs, bland story.",2,joyful-noise,2,0,0,0
Haywire,0.0,2.0,,3.0,R,0.0,2.0,,4.0,,16,Action/Adventure,3602,Fight-filled adventure centers on female action hero.,3,haywire,3,0,0,0
Level Up,1.0,0.0,,2.0,NR,2.0,1.0,,3.0,,9,Fantasy,3603,Fantasy-action flick is best for video game-savvy tweens.,3,level-up,4,0,0,0
Flicka: Country Pride,0.0,0.0,1.0,0.0,G,4.0,0.0,1.0,0.0,1.0,7,Family and Kids,3604,Sweet and wholesome addition to the Flicka movie series.,3,flicka-country-pride,0,1,1,1
New Year's Eve,4.0,2.0,,3.0,PG-13,3.0,2.0,,1.0,,14,Romance,3605,"Shallow, star-studded romcom has some drinking, swearing.",2,new-years-eve,2,0,0,0
W.E.,2.0,4.0,,4.0,R,1.0,4.0,,3.0,,17,Drama,3606,"Madonna directs mature, uneven drama; some domestic abuse.",2,we,3,0,0,0
Firelight,0.0,1.0,,1.0,NR,4.0,2.0,,2.0,,13,Drama,3607,Sensitive girls-in-prison movie showcases redemption.,4,firelight,4,0,0,0
11-11-11,0.0,2.0,,2.0,PG-13,0.0,0.0,,3.0,,14,Horror,3608,"Supposedly timely horror movie is dull, meaningless.",1,11-11-11,2,0,0,0
Pariah,0.0,4.0,,4.0,R,3.0,3.0,,2.0,,17,Drama,3609,"Smart, sad, empowering film about a teen coming out.",3,pariah,3,0,0,0
Contraband,0.0,4.0,,5.0,R,0.0,1.0,,4.0,,17,Thriller,3610,"Lots of suspense, violence, language in smuggling thriller.",3,contraband,3,0,0,0
The Innkeepers,1.0,3.0,,4.0,R,0.0,2.0,,4.0,,17,Horror,3611,"Well-crafted haunted hotel movie has drinking, some gore.",4,the-innkeepers,3,0,0,0
Cinema Verite,0.0,3.0,,3.0,NR,0.0,2.0,,1.0,,15,Drama,3612,Smart biopic raises worthy questions about reality TV.,4,cinema-verite,4,0,0,0
Fullmetal Alchemist: The Sacred Star of Milos,0.0,0.0,,2.0,NR,1.0,1.0,,4.0,,15,Fantasy,3613,Heavy violence in convoluted but dazzling anime fantasy.,3,fullmetal-alchemist-the-sacred-star-of-milos,4,0,0,0
Titanic (2012),0.0,1.0,,2.0,NR,3.0,2.0,,3.0,,13,Drama,3614,Emotional small-screen retelling humanizes historic tragedy.,4,titanic-2012,4,0,0,0
Born to Be Wild,0.0,0.0,3.0,0.0,G,4.0,0.0,0.0,0.0,1.0,5,Documentary,3615,"Sweet, inspiring tale of two wildlife fairy godmothers.",4,born-to-be-wild,0,1,1,1
Shame,1.0,3.0,,4.0,NC-17,0.0,5.0,,2.0,,18,Drama,3616,Powerful drama about sex addiction is NOT for kids.,4,shame,5,0,0,0
The Divide,0.0,1.0,,5.0,R,0.0,5.0,,5.0,,18,Thriller,3617,"Grim, unpleasant, gruesome nuclear holocaust thriller.",1,the-divide,3,0,0,0
The Amazing Bulk,1.0,2.0,,2.0,NR,0.0,2.0,,3.0,,13,Comedy,3618,"Lowbrow, violent superhero spoof is just plain bad.",1,the-amazing-bulk,4,0,0,0
Girl Fight,1.0,3.0,,2.0,NR,2.0,2.0,,4.0,,15,Drama,3619,Dramatic anti-bullying movie raises social media issues.,3,girl-fight,4,0,0,0
Mission: Impossible - Ghost Protocol,3.0,2.0,,3.0,PG-13,2.0,1.0,,4.0,,13,Action/Adventure,3620,Spy franchise returns for more action-packed thrills.,4,mission-impossible-ghost-protocol,2,0,0,0
Cinderella 3D,0.0,1.0,,2.0,PG,1.0,1.0,,3.0,,9,Family and Kids,3621,"Animals, cartoon violence in the Old West; not classic tale.",2,cinderella-3d,1,0,0,0
Sleeping Beauty (2011),2.0,4.0,,4.0,NR,0.0,5.0,,2.0,,18,Drama,3622,Creepy erotic drama about sedated girls has little meaning.,2,sleeping-beauty-2011,4,0,0,0
The Iron Lady,1.0,2.0,,2.0,PG-13,3.0,2.0,,2.0,,13,Drama,3623,Streep is riveting in well-acted but underwhelming biopic.,3,the-iron-lady,2,0,0,0
The Beverly Hillbillies,1.0,1.0,,2.0,PG,0.0,2.0,,2.0,,12,Comedy,3624,"Unnecessary '90s remake has iffy humor, stereotypes.",1,the-beverly-hillbillies,1,0,0,0
Miss Representation,1.0,2.0,,3.0,NR,4.0,2.0,,2.0,,14,Documentary,3625,"Earnest, illuminating documentary about women and the media.",4,miss-representation,4,0,0,0
Animals United,0.0,1.0,3.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,3626,"Kids might enjoy eco-friendly, Madagascar-like tale.",2,animals-united,1,1,1,1
The Witches of Oz,1.0,2.0,,1.0,PG,3.0,2.0,,3.0,,11,Fantasy,3627,Muddled Oz-based fantasy has some intense action.,2,the-witches-of-oz,1,0,0,0
The Darkest Hour,2.0,1.0,,3.0,PG-13,1.0,2.0,,4.0,,15,Science Fiction,3628,Alien invasion flick has lots of violence but little blood.,2,the-darkest-hour,2,0,0,0
Smitty,0.0,0.0,,2.0,PG,3.0,1.0,,2.0,,10,Family and Kids,3629,"Family drama with teen rebellion, heavy-handed lessons.",3,smitty,1,0,0,0
We Bought a Zoo,3.0,2.0,,3.0,PG,5.0,1.0,,2.0,,12,Drama,3630,Family film tackles grief with humor and deep empathy.,4,we-bought-a-zoo,1,0,0,0
Being Elmo,3.0,1.0,2.0,0.0,PG,4.0,0.0,0.0,0.0,0.0,8,Documentary,3631,Inspiring docu about the man behind the Muppet superstar.,4,being-elmo,1,1,1,1
Space Dogs,0.0,0.0,4.0,1.0,G,3.0,0.0,1.0,0.0,2.0,5,Family and Kids,3632,Russian animated movie teaches kids about two Sputnik dogs.,3,space-dogs,0,1,1,1
War Horse,0.0,2.0,,2.0,PG-13,3.0,0.0,,3.0,,13,Drama,3633,Spielberg's sweeping horse drama is beautiful but intense.,4,war-horse,2,0,0,0
Pokemon the Movie: White - Victini and Zekrom,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,6,Family and Kids,3634,"Gentler, less complex than others; has a companion movie.",3,pokemon-the-movie-white-victini-and-zekrom,4,1,1,1
Pokemon the Movie: Black - Victini and Reshiram,3.0,0.0,1.0,0.0,NR,2.0,0.0,0.0,0.0,3.0,6,Family and Kids,3635,"Gentler, less complex than others; has a companion movie.",3,pokemon-the-movie-black-victini-and-reshiram,4,1,1,1
A Turtle's Tale: Sammy's Adventures,0.0,0.0,3.0,1.0,NR,3.0,0.0,1.0,0.0,2.0,4,Family and Kids,3636,"Ocean tale should amuse, educate young kids about sea life.",3,a-turtles-tale-sammys-adventures,4,1,1,1
The Lion of Judah,0.0,0.0,3.0,0.0,PG,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,3637,Amateurish animation mars Christian animal tale about Jesus.,2,the-lion-of-judah,1,1,1,1
A Night to Remember,0.0,2.0,,1.0,NR,3.0,1.0,,2.0,,10,Classic,3638,1950s British take on Titanic tragedy is a masterpiece.,5,a-night-to-remember,4,0,0,0
In the Land of Blood and Honey,0.0,2.0,,4.0,R,1.0,5.0,,5.0,,18,Drama,3639,Angelina Jolie's movie is both horrifying and unengaging.,2,in-the-land-of-blood-and-honey,3,0,0,0
A Dangerous Method,0.0,1.0,,3.0,R,1.0,5.0,,3.0,,18,Drama,3640,Jung/Freud psychology drama has very strong sexual content.,3,a-dangerous-method,3,0,0,0
Extremely Loud and Incredibly Close,3.0,2.0,,3.0,PG-13,2.0,0.0,,3.0,,14,Drama,3641,Drama about child's 9/11 loss stirs up sadness.,3,extremely-loud-and-incredibly-close,2,0,0,0
Alvin and the Chipmunks: Chip-Wrecked,3.0,0.0,0.0,1.0,G,3.0,0.0,3.0,0.0,2.0,6,Family and Kids,3642,Silly threequel is full of pop-culture references and jokes.,2,alvin-and-the-chipmunks-chip-wrecked,0,1,1,1
The Girl with the Dragon Tattoo,3.0,2.0,,4.0,R,0.0,5.0,,5.0,,18,Thriller,3643,English-language remake includes extreme violence and sex.,4,the-girl-with-the-dragon-tattoo,3,0,0,0
Hop,1.0,0.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,5,Family and Kids,3644,Silly animated/live-action holiday comedy is fun for kids.,3,hop,1,1,1,1
Creature,1.0,3.0,,4.0,R,0.0,5.0,,4.0,,18,Horror,3645,Derivative horror movie is violent and depraved.,1,creature,3,0,0,0
Carnage,0.0,3.0,,4.0,R,0.0,0.0,,1.0,,16,Drama,3646,Talky play-based film examines parental woes; some swearing.,3,carnage,3,0,0,0
From Time to Time,0.0,0.0,,0.0,PG,3.0,0.0,,3.0,,10,Family and Kids,3647,Heartfelt family drama with ghosts and scary fire scene.,4,from-time-to-time,1,0,0,0
One Lucky Elephant,0.0,0.0,,0.0,NR,3.0,0.0,,2.0,,10,Documentary,3648,Balanced docu stirs big questions about wild animal care.,4,one-lucky-elephant,4,0,0,0
Adventures in Lalaloopsy Land: Search for Pillow,4.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,3649,Cute doll adventure is OK for tots but tedious for others.,2,adventures-in-lalaloopsy-land-search-for-pillow,4,1,1,1
Ruby's Studio: The Feelings Show,0.0,0.0,5.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,4,Family and Kids,3650,Intuitive movie helps kids learn to express their emotions.,5,rubys-studio-the-feelings-show,4,1,1,1
Tinker Tailor Soldier Spy,0.0,2.0,,4.0,R,1.0,4.0,,4.0,,17,Thriller,3651,Excellent spy film mixes suspense and shocking moments.,5,tinker-tailor-soldier-spy,3,0,0,0
The Sitter,2.0,4.0,,5.0,R,1.0,4.0,,3.0,,17,Comedy,3652,Hard-R misadventures are crazy and crass but still funny.,3,the-sitter,3,0,0,0
Battle Royale,1.0,3.0,,4.0,NR,1.0,2.0,,5.0,,17,Science Fiction,3653,Ultraviolent Japanese cult movie came before Hunger Games.,5,battle-royale,4,0,0,0
The Muppets,3.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,2.0,5,Comedy,3654,"Muppet comedy offers memorable laughs, musical numbers.",4,the-muppets,1,1,1,1
Louder Than a Bomb,0.0,3.0,,4.0,NR,3.0,0.0,,3.0,,14,Documentary,3655,Teens perform poetry in inspiring docu; some cursing.,4,louder-than-a-bomb,4,0,0,0
The Adventures of Tintin,2.0,4.0,,1.0,PG,2.0,0.0,,3.0,,9,Action/Adventure,3656,Whirlwind animated adventure is a visual treat for tweens.,4,the-adventures-of-tintin,1,0,0,0
Melancholia,0.0,2.0,,4.0,R,1.0,5.0,,2.0,,17,Drama,3657,Emotionally brutal end-of-the-world drama.,3,melancholia,3,0,0,0
The Descendants,1.0,3.0,,4.0,R,1.0,2.0,,2.0,,16,Drama,3658,"Devastating, moving dramedy about death and forgiveness.",4,the-descendants,3,0,0,0
My Week With Marilyn,1.0,3.0,,4.0,R,1.0,3.0,,0.0,,16,Drama,3659,"Appealing Monroe drama has strong language, some sexuality.",3,my-week-with-marilyn,3,0,0,0
Young Adult,4.0,4.0,,4.0,R,1.0,3.0,,1.0,,17,Comedy,3660,"Scathingly funny ""mean girl"" story has lots of drinking.",3,young-adult,3,0,0,0
Bag It!,1.0,1.0,,1.0,NR,5.0,1.0,,1.0,,12,Documentary,3661,Enlightening docu about saving the planet from plastics.,4,bag-it,4,0,0,0
Neverland,0.0,1.0,,2.0,NR,3.0,3.0,,3.0,,12,Fantasy,3662,"Decent Peter Pan prequel has some fantasy violence, scares.",3,neverland,4,0,0,0
Scooby-Doo! Music of the Vampire,3.0,0.0,0.0,0.0,NR,3.0,0.0,2.0,0.0,3.0,8,Family and Kids,3663,Vampire mystery/musical is funny but has iffy themes.,3,scooby-doo-music-of-the-vampire,4,1,1,1
Wallace &amp; Gromit: World of Invention,1.0,0.0,4.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,7,Family and Kids,3664,"Nifty ""how stuff works"" show has some technical details.",5,wallace-gromit-world-of-invention,4,1,1,1
Happy Feet Two,2.0,0.0,2.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,5,Family and Kids,3665,"Penguin sequel has fun musical numbers, a few mild scares.",3,happy-feet-two,1,1,1,1
The Three Musketeers,0.0,3.0,,3.0,PG-13,2.0,2.0,,3.0,,11,Action/Adventure,3666,Swashbuckler for tweens has tons of action but no heart.,2,the-three-musketeers,2,0,0,0
Loosies,0.0,2.0,,3.0,PG-13,2.0,3.0,,3.0,,15,Drama,3667,"Violent redemption tale has mature themes, profanity.",2,loosies,2,0,0,0
Immortals,0.0,0.0,,2.0,R,0.0,4.0,,5.0,,18,Action/Adventure,3668,Impressive visuals can't save brutally awful screenplay.,2,immortals,3,0,0,0
Jack and Jill,5.0,1.0,,2.0,PG,1.0,2.0,,1.0,,9,Comedy,3669,"Few laughs in crude, kid-targeted Sandler comedy.",2,jack-and-jill,1,0,0,0
Footloose,1.0,3.0,,3.0,PG-13,3.0,3.0,,2.0,,13,Drama,3670,Remake is surprisingly fresh but still faithful to original.,3,footloose,2,0,0,0
The Skin I Live In,0.0,3.0,,4.0,R,0.0,5.0,,4.0,,18,Drama,3671,Bizarre Almodovar drama is far too intense for kids.,4,the-skin-i-live-in,3,0,0,0
Like Crazy,2.0,3.0,,3.0,PG-13,2.0,3.0,,0.0,,15,Drama,3672,Moving look at the highs and lows of first grown-up love.,4,like-crazy,2,0,0,0
The Deer Hunter,1.0,4.0,,5.0,R,1.0,3.0,,5.0,,18,Drama,3673,Epic war drama is extremely intense and graphically violent.,4,the-deer-hunter,3,0,0,0
My Future Boyfriend,0.0,2.0,,0.0,PG-13,3.0,2.0,,1.0,,13,Romance,3674,Sweet time-travel love story is a fun choice for teens.,4,my-future-boyfriend,2,0,0,0
Barbie in a Mermaid Tale 2,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,3675,"Less shopping, more friendship in undersea Barbie adventure.",3,barbie-in-a-mermaid-tale-2,4,1,1,1
VeggieTales: Robin Good and His Not-So-Merry Men,2.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,4,Family and Kids,3676,Faith-based parody about helping others and handling hurt.,3,veggietales-robin-good-and-his-not-so-merry-men,4,1,1,1
Jeremy Fink and the Meaning of Life,0.0,0.0,,1.0,PG,4.0,0.0,0.0,0.0,1.0,8,Family and Kids,3677,Sweet tween film packs big meaning into cliched package.,3,jeremy-fink-and-the-meaning-of-life,1,0,1,1
Angelina Ballerina: Ballerina Princess,0.0,0.0,3.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,3678,"Princess stories with lessons on friendship, other cultures.",4,angelina-ballerina-ballerina-princess,4,1,1,1
WWJD II: The Woodcarver,0.0,0.0,,0.0,PG,1.0,0.0,,1.0,,9,Drama,3679,Preachy faith-based movie is heavy-handed and dreadful.,1,wwjd-ii-the-woodcarver,1,0,0,0
Tooth Fairy 2,3.0,1.0,0.0,1.0,PG,3.0,0.0,1.0,0.0,1.0,6,Family and Kids,3680,"Weak sequel lacks laughs, clarity, and likeable characters.",1,tooth-fairy-2,1,1,1,1
The Myth of the American Sleepover,0.0,4.0,,4.0,NR,2.0,2.0,,1.0,,16,Drama,3681,Moody exploration of teen social lives; lots of drinking.,3,the-myth-of-the-american-sleepover,4,0,0,0
Johnny English Reborn,1.0,0.0,0.0,1.0,PG,1.0,0.0,1.0,0.0,3.0,8,Comedy,3682,Slapstick-heavy spoof features dumbed-down humor for tweens.,2,johnny-english-reborn,1,1,1,1
Hugo,0.0,2.0,2.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,8,Family and Kids,3683,Spectacular book adaptation is great for tweens and up.,5,hugo,1,1,1,1
I Melt with You,0.0,5.0,,5.0,R,0.0,4.0,,3.0,,18,Drama,3684,Depressing story of drug-addled men has no appeal.,2,i-melt-with-you,3,0,0,0
Justice League: Doom,4.0,1.0,,2.0,PG-13,3.0,1.0,,4.0,,12,Action/Adventure,3685,Great teamwork in otherwise violent superhero adventure.,3,justice-league-doom,2,0,0,0
Puss in Boots,3.0,1.0,1.0,0.0,PG,3.0,0.0,2.0,0.0,2.0,6,Family and Kids,3686,Swashbuckling adventure features irresistible warrior cat.,4,puss-in-boots,1,1,1,1
The Mighty Macs,0.0,1.0,2.0,0.0,G,4.0,0.0,1.0,0.0,0.0,7,Drama,3687,Tame girls' basketball tale is sentimental but inspiring.,3,the-mighty-macs,0,1,1,1
The Son of No One,1.0,0.0,,5.0,R,0.0,4.0,,4.0,,17,Drama,3688,"Gritty, violent NYC drama is for adults only.",2,the-son-of-no-one,3,0,0,0
London Boulevard,0.0,4.0,,5.0,R,0.0,4.0,,4.0,,17,Drama,3689,Lifeless crime drama has lots of violence and smoking.,2,london-boulevard,3,0,0,0
The Way,1.0,3.0,,1.0,PG-13,4.0,0.0,,1.0,,14,Drama,3690,"Touching movie filled with mature themes, grief, drinking.",4,the-way,2,0,0,0
Most Valuable Players,1.0,0.0,,2.0,NR,4.0,1.0,,0.0,,10,Documentary,3691,"Moving, engaging docu about high school musical theater.",4,most-valuable-players,4,0,0,0
Stellaluna,0.0,0.0,3.0,0.0,G,4.0,0.0,0.0,0.0,1.0,3,Family and Kids,3692,Picture book gets a sweet musical adaptation for families.,4,stellaluna,0,1,1,1
J. Edgar,0.0,2.0,,3.0,R,2.0,2.0,,2.0,,15,Drama,3693,Well-acted biopic tackles complex character; OK for teens.,3,j-edgar,3,0,0,0
Honey 2,0.0,3.0,,3.0,PG-13,2.0,2.0,,2.0,,13,Drama,3694,"Pointless sequel is a waste of time, too mature for tweens.",1,honey-2,2,0,0,0
Martha Marcy May Marlene,1.0,2.0,,4.0,R,1.0,4.0,,3.0,,17,Drama,3695,Disquieting indie drama reveals the cost of cult life.,4,martha-marcy-may-marlene,3,0,0,0
